ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0812550943,Mirage,"Amira Badir, a young woman from a wealthy family in the Middle Eastern country of al-Remal, lives a life of luxury in opulent palaces. But repressive al-Remal discourages intelligence and initiative, so her life is also one of stark contrasts: wearing designer gowns at home, but never stepping outside without being swathed in black veils and accompanied by an escort. Amira is not prepared for the sadistic savagery of her new husband, nor for the increasing control he exerts over her. Fearing for her safety, she escapes with her baby to start a new life in the United States. But her past--and her powerful husband--won't give her up easily. . . .",Soheir Khashoggi,1997-01-15,Forge Books,448.0,Fiction
1573220280,The Cloister Walk,Kathleen Norris takes us through a liturgical year as she experienced it both within the monastery and outside it.,Kathleen Norris,1996,Tarcher,408.0,Fiction
0836212002,The Far Side,"1982 FarWorks, Inc. All Rights Reserved. The Far Side and the Larson signature are registered trademarks of FarWorks, Inc.",Gary Larson,1982-09-01,Andrews McMeel Publishing,0.0,Humor
345387319X,Naked.,,David Sedaris,2003-03,,348.0,
0553563335,Fairest of Them All,"In this medieval romance, Holly de Chastel, the fairest woman in all of England, was to be a nuptial prize in a tournament of eager knights. Disguising her beauty to ward off unwanted suitors, Holly nonetheless attracts the darkly handsome Sir Austyn of Gavenmore, who lives under a dark curse only Holly can remedy. From the author of Thief of Hearts.",Teresa Medeiros,1995,Fanfare,402.0,Fiction
0330294911,The Man who Mistook His Wife for a Hat and Other Clinical Tales,"‘The Man Who Mistook His Wife for a Hat is populated by a cast as strange as that of the most fantastic fiction. The subject of this strange and wonderful book is what happens when things go wrong with parts of the brain most of us don’t know exist . . . Dr Sacks shows the awesome powers of our mind and just how delicately balanced they have to be’ Sunday Times ‘Who is this book for? Who is it not for? It is for everybody who has felt from time to time that certain twinge of self-identity and sensed how easily, at any moment, one might lose it’ The Times ‘This is, in the best sense, a serious book. It is, indeed, a wonderful book, by which I mean not only that it is excellent (which it is) but also that it is full of wonder, wonders and wondering. He brings to these often unhappy people understanding, sympathy and respect. Sacks is always learning from his patients, marvelling at them, widening his own understanding and ours’ Punch","Oliver Sacks, Oliver W. Sacks",1986,Pan Macmillan,276.0,Fiction
080213825X,Four Blondes,"Four beautiful women, a model, a columnist, a socialite and a writer, face turning points in which each must choose between her passions.",Candace Bushnell,2001,,260.0,Fiction
0345316770,Almost Paradise,"Meet Nicholas and Jane. He is stunningly handsome. She is wonderfully funny. He's a famous movie star. She becomes famous for quite another reason. They come from two very different worlds to forge a life together in this warm, witty and wonderfully entertaining novel of love and marriage, parents and children, struggle and success and . . . everything.",Susan Isaacs,1985,,548.0,Fiction
0312985207,Stephen Coonts' Deep Black,"""Move over Clancy, readers know they can count on Coonts."" -Midwest Book Review A spy plane gathering data on a new Russian weapon is blown out of the sky by a mysterious MiG. Is it an accident or the start of the next world war? One U.S. agency has what it takes to find out-the National Security Agency and its covert operations team: DEEP BLACK. Working for the NSA, ex-Marine sniper Charlie Dean is dispatched to Russia, hooking up with former Delta Force trooper Lia DeFrancesca to find out what happened to the plane. The Deep Black team stumbles across an even more alarming secret-a plot to assassinate the Russian president and overthrow the democratic government by force. The coup could have dire consequences for Russia and the world. With no clearance from the government it's called on to protect, the National Security Agency goes to war. But before Lia and Dean can unravel the conspiracy, they learn that one of the spy plane's passengers-an NSA techie-survived the crash. Critical information could fall into enemy hands. And that enemy is playing to the death. ""Coonts knows how to write and build suspense."" --The New York Times Book Review","Stephen Coonts, Jim DeFelice",2003-05-18,Macmillan,388.0,Fiction
0399146652,The Cat who Smelled a Rat,James Quilleran and his cats investigate the murders of a fire-watcher and curling champ in a mysterious crime wave.,Lilian Jackson Braun,2001,Putnam Adult,244.0,Fiction
0425169863,Point of Origin,Virginia medical examiner Kay Scarpetta finds herself up against a killer who hids his crimes with fire,Patricia Daniels Cornwell,1998,Penguin,420.0,Fiction
0374189870,Lives of the Monster Dogs,"When a race of elegant, superintelligent dogs arrives in twenty-first-century New York, they become instant celebrities, but, unable to adjust to the modern world and confronted with an incurable disease, they construct a fantastic castle and barricade themselves inside. A first novel.",Kirsten Bakis,1997,Farrar Straus & Giroux,291.0,Fiction
0609606727,Julie and Romeo,"A deliciously funny and wickedly sexy novel of love found (finally!) and love threatened (inevitably) by the families who claim to love us best. Romeo Cacciamani and Julie Roseman are rival florists in Boston, whose families have hated each other for as long as anyone can remember (what they can't remember is why). When these two vital, lonely people see each other across a crowded lobby at a small business owners' seminar, an intense attraction blooms that neither tries to squelch. They're not sure what fate has in store for them, but they're not about to let something as silly as a generations-long feud stand in the way of finding out. That is, not until Romeo's octogenarian mother, Julie's meddling ex-husband, and a cast of grown Cacciamani and Roseman children begin to intervene with a passionate hatred that matches their newly found love, stroke for stroke. Think Montagues and Capulets, think wise and witty and thoroughly modern. Julie and Romeo is a love story for the ages. All ages.",Jeanne Ray,2000,Harmony,246.0,Fiction
155874262X,Chicken Soup for the Soul,"Two of America's best-loved inspirational speakers share the very best of their collected stories and favorite tales that have touched the hearts of people everywhere. Canfield and Hansen bring you wit and wisdom, hope and empowerment to buoy you through life's dark moments.","Jack Canfield, Mark Victor Hansen",1993,Chicken Soup for the Soul,332.0,Family & Relationships
0061093335,"Nora, Nora","The novel of Nora, Nora performed as well as bonus novel Outer Banks.",Anne Rivers Siddons,2001-07-03,Harper Collins,484.0,Fiction
0743225082,Man and Boy,"Harry Silver has it all: a beautiful wife, a wonderful son, a great job in the media--but in one night he throws it all away. Just yesterday Harry gave himself a shiny red sports car for his thirtieth birthday. Today he faces the baffling questions of a suddenly single dad: --How do you wash a four-year-old's hair? --Should he eat green spaghetti for breakfast? --What do you tell his Mommy from the emergency room phone? Harry has to bring up his child alone, look after his parents, work out his relationships and hold down a job. As millions of women have discovered before him, that is not as simple as it may have seemed.",Terence Rattigan,1964,Simon and Schuster,370.0,Adult children of aging parents
0060509465,The Thing About Men,"Three things about men: They think dinner comes in a box . . . Claire Willoughby, nationally famous lifestyle diva, knows what it takes to cook luscious meals from scratch, stencil a wall border from a grocery bag, and create beautiful holiday ornaments from common household items. But then her Number One Fan leaves her custody of a small, rambunctious toddler, and suddenly the style goes right out of her life. They never ask for directions . . . And it gets worse. Enter, on a Harley, wearing ragged jeans, a diamond stud earring and a black eye, hell-raiser Ramsey Sage . . . the child's uncle. And though Ramsey claims he wants custody of the little tyke, Claire is plenty certain he doesn't know his way around a nursery. . . . They never admit they're wrong. But she quickly learns he sure knows his way around a woman -- those tempting kisses and scorching gazes turn up the heat hotter than Claire's test kitchen on a summer's day. He seems all wrong for her, but he feels so right. How can it be that Ramsey, despite all his faults, might just be perfect for her?",Elizabeth Bevarly,2003-12-11,Zondervan,384.0,Fiction
0451210158,Dirty Work,"Stone Barrington gets a taste of New York City’s devious upper crust in this “sleek and engaging”* mystery in the #1 New York Times bestselling series. Hired to prove infidelity in an heiress’s marriage, Stone Barrington goes undercover. But the work turns dirty—and catastrophic—when the errant husband is found dead and the other woman disappears without a trace. Now, Stone must clear his own good name and find a killer hiding among the glitterati of New York’s high society.",Stuart Woods,2003-10-07,Penguin,402.0,Fiction
0140298479,Bridget Jones: The Edge of Reason,"With another devastatingly hilarious, ridiculous, unnervingly accurate take on modern womanhood, Bridget Jones is back. (v.g.) Monday 27 January ""7:15 a.m. Hurrah! The wilderness years are over. For four weeks and five days now have been in functional relationship with adult male, thereby proving am not love pariah as recently feared."" Wednesday 5 March ""7:08 p.m. Am assured, receptive, responsive woman of substance. My sense of self comes not from other people but . . .from . . .myself? That can't be right."" Lurching from the cappuccino bars of Notting Hill to the blissed-out shores of Thailand, everyone's favorite Singleton Bridget Jones begins her search for The Truth in spite of pathetically unevolved men, insane dating theories, and Smug Married advice. She experiences a zeitgeist-esque Spiritual Epiphany somewhere between the pages of How to Find the Love You Want Without Seeking It (can self-help books really help self?), protective custody, and a lightly chilled Chardonnay.",Helen Fielding,2001-02-01,Penguin,353.0,Fiction
0446611867,,,,,,,
0446606812,Message in a Bottle,"In this New York Times bestseller, a single mother sets out to find the North Carolina man who sent a message meant for someone else . . . and the journey may change her life forever. Divorced and disillusioned about relationships, Theresa Osborne is jogging when she finds a bottle on the beach. Inside is a letter of love and longing to ""Catherine,"" signed simply ""Garrett."" Challenged by the mystery and pulled by emotions she doesn't fully understand, Theresa begins a search for this man that will change her life. What happens to her is unexpected, perhaps miraculous-an encounter that embraces all our hopes for finding someone special, for having a love that is timeless and everlasting.... Nicholas Sparks exquisitely chronicles the human heart. In his first bestselling novel, The Notebook, he created a testament to romantic love that touched readers around the world. Now in this New York Times bestseller, he renews our faith in destiny, in the ability of lovers to find each other no matter where, no matter when...",Nicholas Sparks,1999-02-01,Vision,388.0,Fiction
0684195305,Cruel and Unusual,Medical examiner Kay Scarpetta investigates the murder of a young boy that closely resembles a recently executed murderer.,Patricia Daniels Cornwell,1993,Simon and Schuster,378.0,Coroners
0062500260,Medicine Woman,"A fascinating Castaneda-like spiritual journey into the wilderness of Manitoba, where Lynn Andrews meets Agnes Whistling Elk, the Native American ""heyoehkah,"" or shaman, who will change her life.",Lynn V. Andrews,1983-10-26,Harper Collins,228.0,"Body, Mind & Spirit"
051513306X,The Shape of Snakes,"Twenty years after stumbling upon a black woman--an unpopular recluse known as ""Mad Annie""--Dying in the gutter, Mrs. Ranelagh continues to believe that the woman had been murdered and tries to uncover the truth",Minette Walters,2002,Jove Books,0.0,London (England)
0399149309,Shrink Rap,"Boston private detective Sunny Randall agrees to protect a touring writer from her abusive ex-husband, but she quickly learns that the stalker in question is much more sophisticated, intelligent, and potentially deadly than most.",Robert B. Parker,2002,Putnam Adult,312.0,Fiction
0440224675,Hannibal,"#1 NEW YORK TIMES BESTSELLER • “Is it as good as Red Dragon and Silence of the Lambs? No . . . this one is better.”—Stephen King, The New York Times Book Review You remember Hannibal Lecter: gentleman, genius, cannibal. Seven years have passed since Dr. Lecter escaped from custody. And for seven years he’s been at large, free to savor the scents, the essences, of an unguarded world. But intruders have entered Dr. Lecter’s world, piercing his new identity, sensing the evil that surrounds him. For the multimillionaire Hannibal left maimed, for a corrupt Italian policeman, and for FBI agent Clarice Starling, who once stood before Lecter and who has never been the same, the final hunt for Hannibal Lecter has begun. All of them, in their separate ways, want to find Dr. Lecter. And all three will get their wish. But only one will live long enough to savor the reward. . . . Praise for Hannibal “Interested in getting the hell scared out of you? Buy this book on a Friday . . . lock all doors and windows. And by Monday , you might just be able to sleep without a night-light.”—Newsday “Strap yourself in for one heck of a ride. . . . It’ll scare your socks off.”—Denver Post “A stunner . . . writing in language as bright and precise as a surgeon’s scalpel, Harris has created a world as mysterious as Hannibal’s memory palace and as disturbing as a Goya painting. This is one book you don’t want to read alone at night.”—The Atlanta Journal-Constitution “Relentless . . . endlessly terrifying . . . 486 fast-paced pages, in which every respite is but a prelude to further furious action . . . Hannibal begins with a murderous paroxysm that leaves the reader breathless. . . . Hannibal speaks to the imagination, to the feelings, to the passions, to exalted senses and to debased ones. Harris’s voice will be heard for a while.”—Los Angeles Times “A pleasurable sense of dread.”—The Wall Street Journal “Enormously satisfying . . . a smashing good time, turning the pages for thrills, chills, horror and finally, a bracing, deliciously wicked slap in the face . . . perhaps the very best the thriller/horror genre is capable of producing.”—San Diego Union-Tribune",Thomas Harris,2000-05-23,Dell,562.0,Fiction
1551669072,Desperate Measures,"Desperate Measures by Kate Wilhelm released on May 24, 2002 is available now for purchase.",Kate Wilhelm,2002,MIRA,0.0,"Holloway, Barbara (Fictitious character)"
0743233476,Monday Mourning,McNaughton June 04.,Kathy Reichs,2004,Scribner Book Company,328.0,Fiction
0553377868,The Flanders Panel,"A fifteenth-century painting by a Flemish master is about to be auctioned off. Hired to clean the painting, a young art expert in Madrid discovers in an X-ray an inscription hidden in the corner, setting off a sophisticated whodunit around the European art world.",Arturo Pérez-Reverte,1996,Bantam,0.0,Art
0449212602,The Handmaid's Tale,"""Splendid."" NEWSWEEK It is the world of the near future, and Offred is a Handmaid in the home of the Commander and his wife. She is allowed out once a day to the food market, she is not permitted to read, and she is hoping the Commander makes her pregnant, because she is only valued if her ovaries are viable. Offred can remember the years before, when she was an independent woman, had a job of her own, a husband and child. But all of that is gone now...everything has changed. ""Deserves the highest praise."" SAN FRANCISCO CHRONICLE From the Paperback edition.",Margaret Atwood,1987,Fawcett,414.0,Fiction
0609804138,The Sweet Potato Queens' Book of Love,"To know the Sweet Potato Queens is to love them, and if you haven't heard about them yet, you will. Since the early 1980s, this group of belles gone bad has been the toast of Jackson, Mississippi, with their glorious annual appearance in the St. Patrick's Day parade. In The Sweet Potato Queens' Book of Love, their royal ringleader, Jill Conner Browne, introduces the Queens to the world with this sly, hilarious manifesto about love, life, men, and the importance of being prepared. Chapters include: • The True Magic Words Guaranteed to Get Any Man to Do Your Bidding • The Five Men You Must Have in Your Life at All Times • Men Who May Need Killing, Quite Frankly • What to Eat When Tragedy Strikes, or Just for Entertainment • The Best Advice Ever Given in the Entire History of the World From tales of the infamous Sweet Potato Queens' Promise to the joys of Chocolate Stuff and Fat Mama's Knock You Naked Margaritas, this irreverent, shamelessly funny book is the gen-u-wine article.",Jill Conner Browne,1999-01-19,Crown,241.0,Humor
0425180638,The Last Precinct,"#1 NEW YORK TIMES BESTSELLER • Dr. Kay Scarpetta must prove her innocence and clear her name in this “cunningly designed [and] ingeniously laid out” (Los Angeles Times) thriller. “Ignites on the first page . . . Cornwell twists escalating violence, unrelenting tension, and growing paranoia into a thick rope of horror and unfolding conspiracy.”—USA Today IN DEVELOPMENT AS THE ORIGINAL SERIES SCARPETTA STARRING NICOLE KIDMAN AND JAMIE LEE CURTIS Thwarting an attack by a suspected serial killer has inconceivably put Virginia’s Chief Medical Examiner Kay Scarpetta in the harsh glare of the spotlight. As her personal and professional lives come under suspicion, she discovers that the so-called Werewolf murders may have extended to New York City and into the darkest corners of her past. A formidable prosecutor, a female assistant district attorney from New York, is brought into the case—and Scarpetta must struggle to make what she knows to be the truth prevail against mounting and unnerving evidence to the contrary. Tested in every way, she turns inward to ask, Where do you go when there is nowhere left?",Patricia Cornwell,2000,Penguin,484.0,Fiction
0446604089,The Best Laid Plans,"He wanted power. Oliver Russell is fated to rise to the pinnacle of power, the office of President of the United States. She wanted revenge. Leslie Stewart is his betrayed fiancee, a woman dedicated to a single purpose-the downfall of Oliver Russell. Amassing her own media empire, marshaling all her forces against him, she stands poised to destroy Russell on the eve of his most dazzling triumph. From Sidney Sheldon, the unchallenged master of bestselling fiction, comes a story of blazing ambitions and thwarted love that enthralls and surprises with every page...",Sidney Sheldon,1998-08-01,Grand Central Publishing,388.0,Fiction
0451202538,,,,,,,
0440156637,My Mother/my Self,,Nancy Friday,1977,Dell Publishing Company,484.0,Psychology
0671744062,The Firebrand,"Blending archaeological fact and legend, the myths of the gods and the feats of heroes, Marion Zimmer Bradley breathes new life into the classic tale of the Trojan War-reinventing larger-than-life figures as living people engaged in a desperate struggle that dooms both the victors and the vanquished, their fate seen through the eyes of Kassandra-priestess, princess, and passionate woman with the spirit of a warrior.",Marion Zimmer Bradley,1991,,632.0,Fiction
0590443321,The Babysitter II,"Recovered from an earlier brush with death, Jenny finds a new baby-sitting job, but when the phone rings one night, her nightmare begins all over again.",R. L. Stine,1991,Scholastic Paperbacks,166.0,Juvenile Fiction
0425143325,Without Remorse,"NOW A MAJOR MOTION PICTURE STARRING MICHAEL B. JORDAN—WATCH NOW ON PRIME VIDEO! From Tom Clancy, the celebrated author of the Jack Ryan series, comes the #1 New York Times bestseller that puts CIA operative John Clark front and center.... His code name is Mr. Clark. His work for the CIA is brilliant, cold-blooded and efficient...But who is he really? In a harrowing tour de force, Tom Clancy shows how an ordinary man named John Kelly crossed the lines of justice and morality to become the CIA legend, Mr. Clark. It is an unforgettable journey into the heart of darkness. Without mercy. Without guilt. Without remorse.",Tom Clancy,1994-08-01,Penguin,770.0,Fiction
038072345X,ANNO DRACULA PB,Dracula has taken control of Britain by enslaving the queen and creating an army of the undead.,Newman K.,1994-10-21,HarperCollins,420.0,Fiction
044900192X,The Blackstone Chronicles,"Now, for the first time, the New York Times bestselling serial thriller is complete in one terrifying volume. John Saul, the master of supernatural suspense, John Saul, brings to chilling life the small New England town of Blackstone—and the secrets and sins that lay buried there. . . . From atop Blackstone's highest hill, the old Asylum casts its shadow over the village. Built in the 1890s to house the insane, the Asylum has stood vacant for decades. But now, the wrecker's ball is about to strike—and unleash an ominous evil. Strange gifts begin to appear on the doorsteps of Blackstone's finest citizens. Each bears a mysterious history. Each brings a horrifying power to harm. Each reveals another thread in the suspensefully woven web of . . . THE BLACKSTONE CHRONICLES Part I—An Eye for an Eye: The Doll Part II—Twist of Fate: The Locket Part III—Ashes to Ashes: The Dragon's Flame Part IV—In the Shadow of Evil: The Handkerchief Part V—Day of Reckoning: The Stereoscope Part VI—Asylum",John Saul,1998-02-10,Ballantine Books,545.0,Fiction
0312983271,Full House,Romantic suspense.,"Janet Evanovich, Charlotte Hughes",2002-09-16,"Farrar, Straus, and Giroux",356.0,Fiction
