ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0590434985,Jacob Have I Loved,"""With wry humor, Sara Louise recalls her turbulent adolescence on Rass Island and her intense jealousy of her own twin sister. Strength of characterization and memorable external and internal action mark this superbly crafted novel as a quest for self-knowledge.""--1991 Newbery Committee (ALA). Newbery Medal; ALA Notable Children's Book; ALA Best Book for Young Adults.",Katherine Paterson,1980,Scholastic Incorporated,260.0,Juvenile Fiction
0515132020,Heaven and Earth,"In the second book in her Three Sisters Island Trilogy, #1 New York Times bestselling author Nora Roberts returns to the haunting shores of New England—and to the lives of three passionate, powerful women… Ripley Todd's job as a sheriff’s deputy keeps her busy and happy, and she has no trouble finding men when she wants them—which, lately, isn’t all that often. She’s perfectly content, except for one thing: she has special powers that both frighten and confuse her. Distraction soon arrives in the handsome form of MacAllister Booke—a researcher who’s come to investigate the rumors of witchcraft that haunt Three Sisters Island. Right from the start, he knows there’s something extraordinary about Ripley Todd. Fascinated by her struggle with her amazing abilities, he becomes determined to help her accept who she is—and find the courage to open her heart. But before Ripley and Mac can dream of what lies in the future, they must confront the pain of the past. For Three Sisters shelters centuries of secrets—and a legacy of danger that plagues them still… Don't miss the other books in the Three Sisters Island Trilogy Dance Upon the Air Face the Fire",Nora Roberts,2001-12-01,Penguin,372.0,Fiction
055357759X,A Test of Wills,"""An excellent new mystery, and one hopes, the first of a series"", raves ""The Chicago Tribune"" about this ""New York Times"" Notable Book. In 1919, Scotland Yard Inspector Ian Rutledge remains haunted by World War I, where he was forced to have a soldier executed for refusing to fight. When Rutledge is assigned to investigate a murder involving the military, his emotional war wounds flare. It is a case that strikes dangerously close to home--one that will test Rutledge's precarious grip on his own sanity. A ""Publishers Weekly"" Best Book selection. Martin's Press. Copyright © Libri GmbH. All rights reserved.",Charles Todd,1998,Bantam,0.0,Police
0449211991,Banker,"When young investment banker Tim Ekaterin becomes involved in the cutthroat world of thoroughbred racing, he finds his life in business blown to smithereens. For suddenly the multimillion dollar loan he arranges to finance the purchase of a champion racehorse is threatened by an apparent defect in the animal. Then, as Tim desperately searches for answers, he falls headlong into a deadly deal of violence and murder. . . .",Dick Francis,1984,Fawcett,356.0,Fiction
0394557433,Gift from the Sea,"A modern-day classic. ""Gift from the Sea is like a shell itself in its small and perfect form . . . It tells of light and life and love and the security that lies at the heart"".--New York Times Book Review. Copyright © Libri GmbH. All rights reserved.",Anne Morrow Lindbergh,1985,Pantheon,156.0,Philosophy
0553801589,The Tail of the Tip-off,A local contractor drops dead to dampen the post basketball game spirits of the University of Virginia women's team and the word is it wasn't natural causes that did the poor man in.,Rita Mae Brown,2003,Bantam,328.0,Fiction
0060987103,Wicked,"When Dorothy triumphed over the Wicked Witch of the West in L. Frank Baum's classic tale, we heard only her side of the story. But what about her arch-nemesis, the mysterious witch? Where did she come from? How did she become so wicked? And what is the true nature of evil? Gregory Maguire creates a fantasy world so rich and vivid that we will never look at Oz the same way again. Wicked is about a land where animals talk and strive to be treated like first-class citizens, Munchkinlanders seek the comfort of middle-class stability and the Tin Man becomes a victim of domestic violence. And then there is the little green-skinned girl named Elphaba, who will grow up to be the infamous Wicked Witch of the West, a smart, prickly and misunderstood creature who challenges all our preconceived notions about the nature of good and evil.",Gregory Maguire,1996-09-27,Harper Collins,430.0,Fiction
0486284735,Pride and Prejudice,"In early nineteenth-century England, a spirited young woman copes with the suit of a snobbish gentleman, as well as the romantic entanglements of her four sisters.",Jane Austen,1995-01-01,Courier Corporation,273.0,Fiction
037322561X,Her Private Bodyguard,"Her Private Bodyguard by Gayle Wilson released on Mar 25, 2000 is available now for purchase.",Gayle Wilson,2001,Harlequin Books,260.0,Fiction
1551664208,Tender Malice,"Blessed with brains and beauty, Karen has created Mastermind--a computer program that can change the world. It has already changed hers. Suddenly she has a life beyond the computer screen--and two men who want to share it. Life should be perfect, but it's not. Someone wants Mastermind and will kill to get it. No one is safe and everyone's a suspect--even the people Karen loves most.",Catherine Lanigan,1999,MIRA,388.0,Fiction
0446606324,The Winner,"A rags-to-riches deal for single mother LuAnn Tyler is deadlier than she ever could have imagined in this #1 New York Times bestselling thriller from David Baldacci. THE DREAM She is twenty, beautiful, dirt-poor, and hoping for a better life for her infant daughter when LuAnn Tyler is offered the gift of a lifetime, a $100 million lottery jackpot. All she has to do is change her identity and leave the U.S. forever. THE KILLER It's an offer she dares to refuse...until violence forces her hand and thrusts her into a harrowing game of high-stakes, big-money subterfuge. It's a price she won't fully pay...until she does the unthinkable and breaks the promise that made her rich. THE WINNER For if LuAnn Tyler comes home, she will be pitted against the deadliest contestant of all: the chameleon-like financial mastermind who changed her life. And who can take it away at will...",David Baldacci,1998-12-01,Vision,660.0,Fiction
0446353337,The Deeds of the Disturber,"Amelia Peabody, her sexy archaeologist husband Emerson, and their precocious son Ramses find themselves caught up in an intrigue at the British Museum that includes a haunted mummy case, supernatural curses, and a lunatic murderer",Elizabeth Peters,1989,Mysterious Press,289.0,Fiction
0671737554,Yankee Wife,"When a pretty spitfire who's down on her luck clashes with a stubborn man in search of a wife, sparks must turn to flames.... A year after the Civil War, courageous former Union nurse Lydia McQuire was gamely scraping out an honest living. But now, as she said yes to marrying a stranger, her knees gave way with fear. Mr. Devon Quade had seemed polite and handsome when she answered his ad for a wife. Only after Lydia had arrived in Washington territory did she learn that her bridegroom wasn't to be sweet Devon Quade, but his older brother Brigham, a widower with strapping shoulders, hands as strong as steel, and an arrogant belief that he was lord and master of his lumber empire, the town of Quade's Harbor, and the woman he married. Lydia's dislike of him was instantaneous...yet Brigham was awakening in her a white-hot passion, and a firm resolve: before she would share his bed, he would have to surrender himself, heart and soul, to love....",Linda Lael Miller,1993-06,Simon and Schuster,370.0,Fiction
0553289519,Texas! Lucky,"The first book in #1 New York Times bestselling author Sandra Brown’s beloved Texas! trilogy introduces readers to a close-knit family struggling to go on without its patriarch—and to a man in pursuit of an elusive woman who may hold his future in her hands. Charismatic and easy on the eyes, Lucky Tyler is a born rebel. His romantic conquests have earned him his nickname, while his temper gives him his reputation as the family hothead. One night, he gets in a fight over a woman in distress, followed by a night of passion neither of them will soon forget. But the lady in question has a knack for disappearing. When news breaks of a suspicious fire at Tyler Drilling, Lucky is the prime suspect. Now the mystery woman is more than just the object of his obsession. She’s his alibi. Devon Haines has tried her best to escape Lucky. Yet his bold pursuit and self-assurance are irresistible. In order to clear him of criminal charges, she must reveal her darkest secret; withholding her help could cost him everything he holds dear. Either way, she risks losing him forever.",Sandra Brown,1991-01-01,Bantam,337.0,Fiction
0380800799,Creeps Suzette,"The off-season blahs, a pyromaniacal mom, and a recently retired husband who is constantly underfoot have poor Judith McMonigle Flynn going stir crazy at Hillside Manor. So the harried R&B hostess leaps at cousin Renie's suggestion that Judith accompany her to Creepers—the stately estate of kindly old Leota Burgess. The wealthy senior is certain that someone is determined to do her in for money—most likely one of her disreputable relatives—and Judith and Renie have agreed to look into her allegations. And when they stumble upon Leota's bruised but still breathing body at the foot of the grand staircase, they realize the old lady's fears may be well-founded. But the decidedly dead corpse lying on top of Leota—his head bashed flatter than the proverbial French pancake—suggests that there's more to these homicidal doings than meets the eye. And now it's up to the cousins to follow the clues to the creep who's creeping around Creepers with murder on the mind.",Mary Daheim,2000-01-05,Avon,336.0,Fiction
0446344109,The Name of the Rose,"In 1327, Franciscans in a wealthy Italian abbey are suspected of heresy, and Brother William of Bakersville arrives to investigate. His delicate mission is overshadowed by seven bizarre deaths that take place in the same number of days, and Brother William must turn detective to sort things out.",Umberto Eco,1986,Warner Books (NY),644.0,Fiction
0451166892,The Pillars of the Earth,"Nominated as one of America’s best-loved novels by PBS’s The Great American Read #1 New York Times Bestseller Oprah's Book Club Selection The “monumental masterpiece” (Booklist) that changed the course of Ken Follett’s already phenomenal career. Look out for the prequel, The Evening and the Morning, coming from Viking in September 2020. “Follett is a master,” extolled the Washington Post on the release of The Pillars of the Earth. A departure for the bestselling thriller writer, the historical epic stunned readers and critics alike with its ambitious scope and gripping humanity. Today, it stands as a testament to Follett’s unassailable command of the written word and to his universal appeal. The Pillars of the Earth tells the story of Philip, prior of Kingsbridge, a devout and resourceful monk driven to build the greatest Gothic cathedral the world has known . . . of Tom, the mason who becomes his architect—a man divided in his soul . . . of the beautiful, elusive Lady Aliena, haunted by a secret shame . . . and of a struggle between good and evil that will turn church against state and brother against brother. A spellbinding epic tale of ambition, anarchy, and absolute power set against the sprawling medieval canvas of twelfth-century England, this is Ken Follett’s historical masterpiece.",Ken Follett,1990-07-09,Penguin Books,2.0,Fiction
0553371835,Acquired Tastes,"In Acquired Tastes, Peter Mayle, the erudite sojourner and New York Times bestselling author of A Year in Provence, sets off once more, traveling the world in search of the very best life has to offer. Whether telling us where to buy the world’s best caviar or how to order a pair of thirteen-hundred-dollar custom-made shoes, advising us on the high cost of keeping a mistress in style or the pros and cons of households servants, he covers everything the well-heeled—and those vicariously so inclined—need to know to enjoy the good life. From gastronomy to matrimony, from the sartorial to the baronial, Acquired Tastes is Peter Mayle’s most delicious book yet—an irreverently spiced smorgasbord of rich dishes you’re sure to enjoy. Praise for Acquired Tastes “Mr. Mayle is a writer who never fails to entertain. If he were told to go forth and write about doorknobs, he would return with a witty, perceptive essay.”—The New York Times Book Review “One of the finest modern writers on matters that deal with taste.”—Craig Claiborne “Much, much fun—and best read with a magnum of Dom Pérignon and a four-pound tin of Beluga caviar.”—Kirkus Reviews “Witty and stylish . . . These hilarious essays are vintage Mayle.”—James Villas, author of The French Country Kitchen “This delightful celebration of the little (and not-so-little) extravagances that make life worth living scintillates with wit, brio and trenchant observations”—Publishers Weekly “Intriguing.”—Chicago Sun-Times",Peter Mayle,1993-04-01,Bantam,258.0,Travel
044022103X,One True Thing,"A mother. A daughter. A shattering choice. From Anna Quindlen, bestselling author of Black and Blue, comes a novel of life, love and everyday acts of mercy. ""A triumph."" --San Francisco Chronicle",Anna Quindlen,1994,Dell,406.0,Fiction
0449910237,Moo,"The Pulitzer Prize-winning author of A Thousand Acres returns with a hilarious, heart-touching bestseller about Midwestern college life. Delectably entertaining . . . uproariously funny and at the same time haunting melancholy.--The New York Times. The hardcover edition spent eleven weeks on the New York Times bestseller list.",Jane Smiley,1996,Ballantine Books,444.0,Fiction
0449003183,Brunswick Gardens,"In Victorian England, Thomas and Charlotte Pitt venture into an Anglican church to find out who murdered a pretty advocate of Darwin's theories",Anne Perry,1999-01,Fawcett,402.0,Fiction
0425172546,Southern Cross,"The new police chief of Richmond, Virginia, Judy Hammer struggles to cope with her grief over the death of her husband, political turmoil, and police corruption, as she and her deputy chief, Virginia West, and rookie Andy Brazil work to clean up a city in trouble",Patricia Daniels Cornwell,1998,Penguin,406.0,Fiction
0156012197,The Little Prince,"An aviator whose plane is forced down in the Sahara Desert encounters a little prince from a small planet who relates his adventures in seeking the secret of what is important in life. Howard's new translation of this beloved classic beautifully reflects Saint-Exupery's unique, gifted style. Color and b&w illustrations.",Antoine de Saint-Exupéry,2000,Houghton Mifflin Harcourt,100.0,Juvenile Fiction
0380732033,Night Lives On,"The most awesome ocean-going vessel the world had ever seen, the mightly TITANIC struck an iceberg and sank on the night of April 14, 1912, carrying more than 1500 souls--and uncountable secrets--to the icy bottom of the mid-Atlantic. Why did the crew steam full speed ahead into dangerous waters despite six wireless warnings? How able was the doomed behemoths superb seaman Captain Smith? Why did the nearby ship Californian ignore Titanics distress signals? How could such a disaster ever have occurred? Author Walter Lords acclaimed classic A Night to Remember is considered the definitive written work on the TITANIC tragedy. And now he returns to the scene of chaos and horror to explore--and answer--the untold mysteries behind the twentieth centurys greatest catastrophe at sea.",Walter J. Lord,1998-02-01,Avon,260.0,Fiction
0316952664,,,,,,,
0312185863,,,,,,,
0156628708,Mrs. Dalloway,Mrs. Dalloway is the portrait of a single day in a woman's life.,Virginia Woolf,1925,Mariner Books,312.0,Fiction
