ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
042516876X,Range of Motion,"From the New York Times bestselling author of The Story of Arthur Trulov and Night of Miracles comes ""the love story of the year""*--an inspiring story of a woman at the limits of her faith and hope. When a freak accident leaves her husband comatose, Lainey Bergman dutifully waits for him to awake, desperate not to lose hope. Through the invisible wall that separates them, she seeks to connect with him through kind whispers, messages of love, and reminders of their beautiful life together: their lovely children; the smell of home cooking; the feeling of his clothes. But as she remains by his side, two incredible women remain by hers, sustaining her and giving her the courage and strength to carry on. From uncertainty to despair, Lainey and her friends navigate the most turbulent waters, affirming the unbreakable and essential nature of friendship, even in the face of some of life's hardest moments. *Detroit Free Press",Elizabeth Berg,1995,Berkley,274.0,Fiction
0679781587,Memoirs of a Geisha,"A literary sensation and runaway bestseller, this brilliant debut novel tells with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha. Nominated as one of America’s best-loved novels by PBS’s The Great American Read Speaking to us with the wisdom of age and in a voice at once haunting and startlingly immediate, Nitta Sayuri tells the story of her life as a geisha. It begins in a poor fishing village in 1929, when, as a nine-year-old girl with unusual blue-gray eyes, she is taken from her home and sold into slavery to a renowned geisha house. We witness her transformation as she learns the rigorous arts of the geisha: dance and music; wearing kimono, elaborate makeup, and hair; pouring sake to reveal just a touch of inner wrist; competing with a jealous rival for men's solicitude and the money that goes with it. In Memoirs of a Geisha, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction—at once romantic, erotic, suspenseful—and completely unforgettable.",Arthur Golden,1999-01-10,Vintage,452.0,Fiction
044173118X,Robot Adept,"Proton and Phaze, parallel worlds of science and magic, are ripe with the seeds of revolution. Mach, a brave and sensitive robot from Proton, and his alternate self, magical Bane from Phaze, hold the power to link the two warring systems--or to destroy them entirely. Reissue.",Piers Anthony,1989-03,,356.0,Fiction
0553213105,Pride and Prejudice,"Nominated as one of America’s best-loved novels by PBS’s The Great American Read “It is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife.” So begins Pride and Prejudice, Jane Austen’s witty comedy of manners—one of the most popular novels of all time—that features splendidly civilized sparring between the proud Mr. Darcy and the prejudiced Elizabeth Bennet as they play out their spirited courtship in a series of eighteenth-century drawing-room intrigues. Renowned literary critic and historian George Saintsbury in 1894 declared it the “most perfect, the most characteristic, the most eminently quintessential of its author’s works,” and Eudora Welty in the twentieth century described it as “irresistible and as nearly flawless as any fiction could be.”",Jane Austen,1983-12-01,Bantam Classics,342.0,Fiction
0515128546,Tears of the Moon,"Book Two of the Gallaghers of Ardmore Trilogy High above the tidy village of Ardmore on a windy cliff, there is magic and music in the air, and #1 New York Times bestselling author Nora Roberts will help you find it… A talented songwriter, Shawn Gallagher spends his days lost in reverie and wonder, oblivious to the wiles of women and the ways of the world. He claims that he’s content with his life, but his music tells a different story—one of loneliness and desperate longing… No one understands why Shawn doesn’t put his musical gift to profitable use—least of all Brenna O’Toole, a fiercely independent tomboy who has been secretly in love with him for years. But it is only when Shawn gives in to the mysteries of magic that he gets the chance to fulfill his destiny as a man and a musician. Don't miss the other books in the Gallaghers of Ardmore Trilogy Jewels of the Sun Heart of the Sea",Nora Roberts,2000-07-01,Penguin,388.0,Fiction
0743410327,"Money, Money, Money","Locke & Key tells of Keyhouse, an unlikely New England mansion, with fantastic doors that transform all who dare to walk through them, and home to a hate-filled and relentless creature that will not rest until it forces open the most terrible door of them all! Acclaimed suspense novelist and New York Times best-selling author Joe Hill (Heart-Shaped Box) creates an all-new story of dark fantasy and wonder, with astounding artwork from Gabriel Rodriguez.",Ed McBain,2001,Pocket Books,356.0,Fiction
0449221512,"""I"" is for Innocent","Since she was fired by California Fidelity Insurance, Kinsley Millhone has lost her usual swagger And her new case is no confidence builder.",Sue Grafton,1992,Fawcett,354.0,Fiction
0399137769,Driving Force,The New York Times bestseller. Transporting racehorses is big business for ex-jockey Freddie Croft. But when one of his drivers breaks a cardinal rule--never pick up a hitchhiker--the results are fatal. Now strange nighttime stalkers and unseen conspirators are weaving a web of deceit and danger that Freddie might never escape. Copyright © Libri GmbH. All rights reserved.,Dick Francis,1992,Putnam Publishing Group,330.0,Fiction
0006550681,The God of Small Things,"Revised traditional Chinese edition of The God of Small Things, winner of the 1997 Booker Prize. In Traditional Chinese. Distributed by Tsai Fong Books, Inc.",Arundhati Roy,1997,HarperCollins UK,32.0,Fiction
0064410137,A Series of Unfortunate Events #10: The Slippery Slope,"Like bad smells, uninvited weekend guests or very old eggs, there are some things that ought to be avoided. Snicket's saga about the charming, intelligent, and grossly unlucky Baudelaire orphans continues to alarm its distressed and suspicious fans the world over. The 10th book in this outrageous publishing effort features more than the usual dose of distressing details, such as snow gnats, an organised troupe of youngsters, an evil villain with a dastardly plan, a secret headquarters and some dangerous antics you should not try at home. With the weather turning colder, this is one chilling book you would be better off without. Ages 10+",Lemony Snicket,2003-09-23,HarperCollins,0.0,Juvenile Fiction
0380698439,Behind the Attic Wall,"In the bleak, forbidding house of her great-aunts, neglected twelve-year-old orphan Maggie hears ghostly voices and finds magic that awakens in her the capacity to love and be loved.",Sylvia Cassedy,1985-03,Harper Collins,323.0,Juvenile Fiction
0449001946,Murder at the Watergate,"The Watergate in Washington, D.C., is one of the world's most famous addresses-- although not everyone knows exactly what it is. This imposing, fabulous complex is made up of a hotel, residences, restaurants, offices, shops, and more. It is a haven for the famous after they break out and, on occasion, for the infamous when they break in. Its very name has become part of our history. Margaret Truman, herself the bearer of one of the world's most famous names, knows Washington's ins and outs, including who is ""in"" and who is ""out."" In this absorbing, timely Capital Crimes mystery, she shows us around this fascinating city that is America's center of power and--some would say--corruption. Some of those who are ""out"" here are very dead indeed. The glittering cast of characters includes Vice President Joe Aprile, who plans to become president, if he can avoid a tempting vice; a glamorous Washington hostess and fund-raiser, Elfie Dorrance, with a propensity for marrying rich and powerful men and then grieving prettily at the end--their end; and Chris Hedras, a special assistant to the vice president, with some very special ambitions. And, of course, Annabel Smith, gallery owner, and Mac Smith, law school professor. The story deals in part with the influence on political campaigns of ""soft money"" and its hard consequences, as well as this country's tortuous and often ambiguous relationship with Mexico, in particular the glorious San Miguel de Allende, home of the well-to-do, and a few ill-to-do, a place involving drugs, politics, and police and politicians looking the other way. Once again Margaret Truman offers a delight to the reader who likes a fast-turning page, the pleasure of inside information, the allure of high life crossing paths with lowlife, and the return of the attractive crime-solving couple Mac and Annabel",Margaret Truman,1999-08-03,Fawcett,369.0,Fiction
044651652X,The Bridges of Madison County,"Fall in love with one of the bestselling novels of all time -- the legendary love story that became a beloved film starring Clint Eastwood and Meryl Streep. If you've ever experienced the one true love of your life, a love that for some reason could never be, you will understand why readers all over the world are so moved by this small, unknown first novel that they became a publishing phenomenon and #1 bestseller. The story of Robert Kincaid, the photographer and free spirit searching for the covered bridges of Madison County, and Francesca Johnson, the farm wife waiting for the fulfillment of a girlhood dream, The Bridges of Madison County gives voice to the longings of men and women everywhere -- and shows us what it is to love and be loved so intensely that life is never the same again.",Robert James Waller,1992,"Hachette Digital, Incorporated",206.0,Fiction
0312976909,Got Your Number,"Jilted at the alter, an ominous message that resurrects old secrets, all part of an exciting plot.",Stephanie Bond,2001-10-14,Macmillan,394.0,Fiction
0553275976,The Bonfire of the Vanities,"Tom Wolfe’s modern American satire tells the story of Sherman McCoy, a Wall Street “Master of the Universe” who has it all — a Park Avenue apartment, a job that brings wealth, power and prestige, a beautiful wife, an even more beautiful mistress. Suddenly, one wrong turn makes it all go wrong, and Sherman spirals downward in a sudden fall from grace that sucks him into the ravenous heart of a New York City gone mad during the go-go, racially turbulent, socially hilarious 1980s. From the Trade Paperback edition.",Tom Wolfe,1988,Bantam,708.0,Fiction
0805056491,,,,,,,
0849911788,The Oath,"An ancient sin. A long forgotten oath. A town with a deadly secret. Something sinister is at work in Hyde River, an isolated mining town in the mountains of the Pacific Northwest. Something evil. Under the cover of darkness, a predator strikes without warning--taking life in the most chilling and savage fashion. The community of Hyde River watches in terror as residents suddenly vanish. Yet the more locals are pressed for information, the more they close ranks, sworn to secrecy by their forefathers' hidden sins. Only when Hyde River's secrets are exposed is the true extent of the danger fully revealed. What the town discovers is something far more deadly than anything they'd imagined. Something that doesn't just stalk its victims, but has the power to turn hearts black with decay as it slowly fills their souls with darkness.",Frank E. Peretti,1995,W Publishing Group,584.0,Fiction
0449001245,Naked Came the Manatee,"A story of suspense written serially by thirteen Florida writers--including Dave Barry, Carl Hiaasen, and Elmore Leonard--features such strange occurances as a riot in Coconut Grove and an appearance by Fidel Castro.",Carl Hiaasen,1998,Ballantine Books,212.0,Fiction
0749399627,Señor Vivo and the Coca Lord,"Dionisio Vivo, a young South American lecturer in philosophy, is puzzled by the hideously mutilated corpses that keep turning up outside his front door. To his friend, Ramon, one of the few honest policemen in town, the message is all too clear: Dionisio's letters to the press, exposing the drug barons, must stop; and although Dionisio manages to escape the hit-men sent to get him, he soon realizes that others are more vulnerable, and his love for them leads him to take a colossal revenge. ""Senor Vivo and the Coca Lord is the second novel in a trilogy set in South America. It won a Commonwealth Writers Prize in 1992.",Louis De Bernières,1992,Vintage,296.0,Fiction
0425083837,The Hunt for Red October,Gripping military thriller about the chase after a top-secret Russian missile submarine. Copyright © Libri GmbH. All rights reserved.,Tom Clancy,1985,Berkley,484.0,Fiction
0380789035,American Gods,"Shadow is a man with a past. But now he wants nothing more than to live a quiet life with his wife and stay out of trouble. Until he learns that she's been killed in a terrible accident. Flying home for the funeral, as a violent storm rocks the plane, a strange man in the seat next to him introduces himself. The man calls himself Mr. Wednesday, and he knows more about Shadow than is possible. He warns Shadow that a far bigger storm is coming. And from that moment on, nothing will ever he the same...",Neil Gaiman,2002-04-30,Harper Collins,628.0,Fiction
0380807203,Resort to Murder,"Ex-reporter Henrietta ""Henrie 0"" O'Dwyer Collins joins a wedding party in glorious Bermuda -- only to discover that death is an uninvited guest. Warm turquoise waters and balmy ocean breezes do little to ease Henrie O's discomfort at having to attend the wedding of her ex-son-in-law Lloyd to Connor Bailey, a beautiful widow with a dark past and a knack for attracting men. Recently recovered from pneumonia, the retired Pulitzer Prize-winning journalist joins her grandchildren at an elegant oceanfront hotel -- and is soon embroiled in a deadly puzzle that touches everyone connected with the impending union.",Carolyn Hart,2002-03-05,Avon,336.0,Fiction
0812535103,The Tree People,"""In the haunting prologue, an Indian sachem vanquishes a sorcerer's evil spirit by ritualistically planting a cedar sapling over the grave where he was buried alive. Centuries later, the tree falls to man's hungry saws, and the Caliban is out of the bag. Stokes's voice takes on a hypnotic hush for the Indian legends"".--The New York Times Book Review.",Naomi M. Stokes,1996-04-15,Macmillan,574.0,Fiction
0060392452,Stupid White Men,Sorry excuses for the state of the nation. United States. Manifesto on malfeasance and mediocrity. Satire.,Michael Moore,2001,Harper Collins,312.0,History
0553569376,The Courtship of Princess Leia: Star Wars Legends,"Before the marriage of Princess Leia Organa and Han Solo, another suitor threatened to derail their star-crossed romance. . . . Seeking rich, powerful allies to bring into the Rebel Alliance and a new home planet for the refugees from her native Alderaan, Princess Leia considers a proposal that could tip the balance of power against the evil Empire. The Hapes Consortium of 63 worlds is ruled by the Queen Mother, who wants Leia to marry her son, the dashing and wealthy Prince Isolder. Han Solo has always dreamed of marrying Leia himself, and now he makes a desperate, final gamble to win her back. Tricking Leia into accompanying him, Han flees with her to the beautiful and untamed planet Dathomir, where he hopes to win her heart. Fearing the imperious queen’s reaction to Han’s rash move, Luke Skywalker forms an unlikely alliance with Prince Isolder to track down the runaways. Soon Isolder, Luke, and Artoo will be at the center of an adventure leading to an awesome treasure, a group of Force-trained “witches,” and a showdown with an invincible foe.",Dave Wolverton,1995-04-01,Random House Worlds,402.0,Fiction
089480829X,What to Expect when You're Expecting,"A complete reference for the expectant couple, arranged by month of pregnancy.","Arlene Eisenberg, Heidi Eisenberg Murkoff, Sandee Eisenberg Hathaway",1996,Workman Publishing,508.0,Family & Relationships
0679751521,Midnight in the Garden of Good and Evil,"NATIONAL BESTSELLER • “Elegant and wicked.... [This] might be the first true-crime book that makes the reader want to book a bed and breakfast for an extended weekend at the scene of the crime."" —The New York Times Book Review Shots rang out in Savannah's grandest mansion in the misty,early morning hours of May 2, 1981. Was it murder or self-defense? For nearly a decade, the shooting and its aftermath reverberated throughout this hauntingly beautiful city of moss-hung oaks and shaded squares. John Berendt's sharply observed, suspenseful, and witty narrative reads like a thoroughly engrossing novel, and yet it is a work of nonfiction. Berendt skillfully interweaves a hugely entertaining first-person account of life in this isolated remnant of the Old South with the unpredictable twists and turns of a landmark murder case. It is a spellbinding story peopled by a gallery of remarkable characters: the well-bred society ladies of the Married Woman's Card Club; the turbulent young redneck gigolo; the hapless recluse who owns a bottle of poison so powerful it could kill every man, woman, and child in Savannah; the aging and profane Southern belle who is the ""soul of pampered self-absorption""; the uproariously funny black drag queen; the acerbic and arrogant antiques dealer; the sweet-talking, piano-playing con artist; young blacks dancing the minuet at the black debutante ball; and Minerva, the voodoo priestess who works her magic in the graveyard at midnight. These and other Savannahians act as a Greek chorus, with Berendt revealing the alliances, hostilities, and intrigues that thrive in a town where everyone knows everyone else. Midnight in the Garden of Good and Evil is a sublime and seductive reading experience. Brilliantly conceived and masterfully written, this enormously engaging portrait of a most beguiling Southern city has become a modern classic.",John Berendt,1999-06-28,National Geographic Books,0.0,True Crime
0140296298,Riding in Cars with Boys,"""Trouble began in 1963 . . . the age-old trouble."" Unable to attend college, Beverly Ann Donofrio lost interest in everything but riding around in cars, drinking, smoking, and rebelling against authority. After her teenage marriage failed, Donofrio found herself at an elite New England university, books in one arm, child on the other. Then, furnished with ambition, dreams, and five hundred dollars, she took herself and her son to New York City to begin a career and a life. An outrageous and touching memoir, Riding in Cars with Boys is about becoming middle-class and the compromises made between being your own person and fitting into society. But mostly it's a story of a teenage mother who, as her son grows up, becomes an adult herself.",Beverly Donofrio,2001,Penguin (Non-Classics),0.0,American fiction
0553282085,A Little Class on Murder,"When mystery bookstore owner Annie Laurance is invited to teach ""The Three Great Ladies of the Mystery"" class at Chastain Community College, the sometime sleuth discovers that all is not strictly academic in Chastain's hallowed halls of learning. And when a shocking scandal in the school newspaper erupts in a suicide and two violent deaths, Professor Laurance enlists the talents of her new hubby, private eye Max Darling, and dons her thinking cap to probe intrigue and vengeance among Chastain's faculty. A Dangerous Thing Max and Annie, with dubious help from three of their own great ladies of the mystery -- Annie's pixilated mother-in-law, a batty local dowager, and a Christie crime fanatic -- learn that just about everyone at the school had means, motive, and access to the murder weapons. From the secretly boozing professor of advertising to the muscle-bound campus cad who barters passing grades for a little extracurricular activity, anyone on the faculty is a possible killer -- waiting to strike again!",Carolyn Hart,1989-11-01,Crimeline,273.0,Fiction
0786889160,No Shirt. No Shoes....No Problem!,"The popular comedian shares a compilation of humor that touches on such universal subjects as marriage, gorwing up, parenthood, friendship, politics, and, of course, Rednecks. Reprint. NYT.",Jeff Foxworthy,1997-05-01,Hyperion,388.0,Humor
1573225312,Native Speaker,"ONE OF THE ATLANTIC’S GREAT AMERICAN NOVELS OF THE PAST 100 YEARS The debut novel from critically acclaimed and New York Times–bestselling author of On Such a Full Sea and My Year Abroad. In Native Speaker, author Chang-rae Lee introduces readers to Henry Park. Park has spent his entire life trying to become a true American—a native speaker. But even as the essence of his adopted country continues to elude him, his Korean heritage seems to drift further and further away. Park's harsh Korean upbringing has taught him to hide his emotions, to remember everything he learns, and most of all to feel an overwhelming sense of alienation. In other words, it has shaped him as a natural spy. But the very attributes that help him to excel in his profession put a strain on his marriage to his American wife and stand in the way of his coming to terms with his young son's death. When he is assigned to spy on a rising Korean-American politician, his very identity is tested, and he must figure out who he is amid not only the conflicts within himself but also within the ethnic and political tensions of the New York City streets. Native Speaker is a story of cultural alienation. It is about fathers and sons, about the desire to connect with the world rather than stand apart from it, about loyalty and betrayal, about the alien in all of us and who we finally are.",Chang-rae Lee,1996-03-01,Penguin,377.0,Fiction
0786890053,Pearl Harbor Movie Tie-In,"Pearl Harbor is a beautifully written and suspenseful epic saga of love and war. Rafe McCawley and Danny Walker are two daring young pilots in the U.S. Army Air Corps who have grown up like brothers and first learned to fly in crop-dusting planes. Rafe has fallen in love with Evelyn Stewart, a beautiful and courageous nurse serving in the U.S. Navy. But they are soon separated by war when Rafe volunteers for the Eagle Squadron, a group of Americans fighting alongside the English during the Battle of Britain. With the solemn promise that he will return, Rafe heads off for the deadly skies above the English Channel, while both Evelyn and Danny are transferred to the paradise of Hawaii's Pearl Harbor. Their Eden is shattered, however, when word reaches them in the Pacific that Rafe has been killed in combat. Grief-stricken, they hold fast to each other for support, and ultimately fall in love. Then Rafe returns....",Randall Wallace,2001,Hyperion,322.0,Fiction
0345434870,Eleanor of Aquitaine,"In this beautifully written biography, Alison Weir paints a vibrant portrait of a truly exceptional woman and provides new insights into her intimate world. Renowned in her time for being the most beautiful woman in Europe, the wife of two kings and mother of three, Eleanor of Aquitaine was one of the great heroines of the Middle Ages. At a time when women were regarded as little more than chattel, Eleanor managed to defy convention as she exercised power in the political sphere and crucial influence over her husbands and sons. Eleanor of Aquitaine lived a long life of many contrasts, of splendor and desolation, power and peril, and in this stunning narrative, Weir captures the woman—and the queen—in all her glory. With astonishing historic detail, mesmerizing pageantry, and irresistible accounts of royal scandal and intrigue, she recreates not only a remarkable personality but a magnificent past era.",Alison Weir,2001-04-03,Ballantine Books,486.0,Biography & Autobiography
0316569321,,,,,,,
0385504209,The Da Vinci Code,"Harvard symbologist Robert Langdon and French cryptologist Sophie Neveu work to solve the murder of an elderly curator of the Louvre, a case which leads to clues hidden in the works of Da Vinci and a centuries-old secret society.",Dan Brown,2003,Doubleday,472.0,Fiction
0374199698,Middlesex,"Calliope's friendship with a classmate and her sense of identity are compromised by the adolescent discovery that she is a hermaphrodite, a situation with roots in her grandparent's desperate struggle for survival in the 1920s.",Jeffrey Eugenides,2002-09-04,Macmillan,539.0,Fiction
0140293248,The Girls' Guide to Hunting and Fishing,"The New York Times bestselling classic of a young woman’s journey in work, love, and life “In this swinging, funny, and tender study of contemporary relationships, Bank refutes once and for all the popular notions of neurotic thirtysomething women.” —Entertainment Weekly “Truly poignant.” —Time Generous-hearted and wickedly insightful, The Girls’ Guide to Hunting and Fishing maps the progress of Jane Rosenal as she sets out on a personal and spirited expedition through the perilous terrain of sex, love, relationships, and the treacherous waters of the workplace. Soon Jane is swept off her feet by an older man and into a Fitzgeraldesque whirl of cocktail parties, country houses, and rules that were made to be broken, but comes to realize that it’s a world where the stakes are much too high for comfort. With an unforgettable comic touch, Bank skillfully teases out universal issues, puts a clever new spin on the mating dance, and captures in perfect pitch what it’s like to come of age as a young woman.",Melissa Bank,2000-05-01,Penguin,292.0,Fiction
0140259198,The Island of the Day Before,A panoramic historical novel set in the seventeenth century follows a young aristocrat who goes to sea to find love and an old Jesuit with a boundless scientific knowledge,"Umberto Eco, William Weaver",1996,Penguin USA,514.0,Italian fiction
0345409663,Servant of the Bones,"The story of a genie from his origins in ancient Babylon to his appearance in modern-day New York. He recounts his service to masters who owned the gold-plated bones which call him up, and gives his observations of humanity over the ages. By the author of Memnoch the Devil.",Anne Rice,1996,Ballantine Books,424.0,Fiction
0316693642,Along Came a Spider,"Discover the classic thriller that launched the #1 detective series of the past twenty-five years, now one of PBS's ""100 Great American Reads"" Alex Cross is a homicide detective with a Ph.D. in psychology. He works and lives in the ghettos of D. C. and looks like Muhammad Ali in his prime. He's a tough guy from a tough part of town who wears Harris Tweed jackets and likes to relax by banging out Gershwin tunes on his baby grand piano. But he also has two adorable kids of his own, and they are his own special vulnerabilities. Jezzie Flanagan is the first woman ever to hold the highly sensitive job as supervisor of the Secret Service in Washington. Blond, mysterious, seductive, she's got an outer shell that's as tough as it is beautiful. She rides her black BMW motorcycle at speeds of no less than 100 mph. What is she running from? What is her secret? Alex Cross and Jezzie Flanagan are about to have a forbidden love affair-at the worst possible time for both of them. Because Gary Soneji, who wants to commit the ""crime of the century,"" is playing at the top of his game. Soneji has outsmarted the FBI, the Secret Service, and the police. Who will be his next victim? Gary Soneji is every parent's worst nightmare. He has become Alex Cross's nightmare. And now, reader, he's about to become yours.",James Patterson,1993-02-01,"Little, Brown",456.0,Fiction
0451408462,Drop Dead Gorgeous,Once they were lovers....until their carefree world was shattered by murder.,Heather Graham,1998,Onyx,404.0,Fiction
0446610100,Wish You Well,"David Baldacci has always delivered great stories, authentic characters, and thought-provoking ideas since he burst on the literary scene with Absolute Power. Now this versatile writer movingly evokes the charms of rural America as he makes us believe in the great and little miracles that can change lives -- or save them. Precocious twelve-year-old Louisa Mae Cardinal lives in the hectic New York City of 1940 with her family. Then tragedy strikes -- and Lou and her younger brother, Oz, must go with their invalid mother to live on their great-grandmother's farm in the Virginia mountains. Suddenly Lou finds herself coming of age in a new landscape, making her first true friend, and experiencing adventures tragic, comic, and audacious. But the forces of greed and justice are about to clash over her new home...and as their struggle is played out in a crowded Virginia courtroom, it will determine the future of two children, an entire town, and the mountains they love.",David Baldacci,2001-09-01,Grand Central Publishing,384.0,Fiction
0440220602,The Chamber,"While the executioners prepare the gas chamber, while the protesters gather and the TV cameras wait. Adam has only days, hours, minutes to save his client.",John Grisham,1995,Dell,686.0,Fiction
0553295772,Extreme Measures,"Dr. Eric Najarian. He's young, talented, and ambitious. He has all the qualities they're looking for at White Memorial Hospital. He doesn't know he's being watched. Judged. An elite clique of medical professionals thinks he has what it takes to join their secret club. All the young doctor has to do is agree to play by their rules. But Eric has already seen too much. A missing corpse. An unspeakable mutilation. A brutal abduction. It's only the beginning of a plot of terrifying evil. A sinister plan the group will stop at nothing to hide. And if Eric refuses to become their colleague--he will be their next victim.",Michael Palmer,1992-02-01,Bantam,450.0,Fiction
0440226430,Summer Sisters: A Read with Jenna Pick,"#1 NEW YORK TIMES BESTSELLER • READ WITH JENNA BOOK CLUB PICK AS FEATURED ON TODAY • “Summer Sisters is a book to return to again and again.”—Colleen Hoover “As warm as a summer breeze blowing through your hair, as nostalgic as James Taylor singing ‘How Sweet It Is.’ You remember. So does Judy Blume. How sweet it was.”—Chicago Tribune In the summer of 1977, Victoria Leonard’s world changes forever when Caitlin Somers chooses her as a friend. Dazzling, reckless Caitlin welcomes Vix into the heart of her sprawling, eccentric family, opening doors to a world of unimaginable privilege, sweeping her away to vacations on Martha’s Vineyard, an enchanting place where the two friends become “summer sisters.” Now, years later, Vix is working in New York City. Caitlin is getting married on the Vineyard. And the early magic of their long, complicated friendship has faded. But Caitlin begs Vix to come to her wedding, to be her maid of honor. And Vix knows that she will go—because she wants to understand what happened during that last shattering summer. And, after all these years, she needs to know why her best friend—her summer sister—still has the power to break her heart.",Judy Blume,1999-05-04,Dell,415.0,Fiction
0151001006,Snow Falling on Cedars,"A powerful tale of the Pacific Northwest in the 1950s, reminiscent of To Kill a Mockingbird. Courtroom drama, love story, and war novel, this is the epic tale of a young Japanese-American and the man on trial for killing the man she loves.",David Guterson,1994,Houghton Mifflin Harcourt,368.0,Fiction
0553561723,Burning Time,"A beautiful Chinese American detective, recently transferred from Chinatown to the upper west side.",Leslie Glass,1995,Bantam,466.0,Fiction
0425129632,Hallowe'en Party,What happens when apple bobbing turns to tragedy? Call in Hercule Poirot to solve the murder of a young girl known for telling tall tales. Unfortunately her latest whopper got her killed.,Agatha Christie,1969,Berkley,212.0,Fiction
0345363310,Demon Lord of Karanda,"Here David Eddings continues his bestselling The Malloreon, taking the quest across a strange continent and among stranger peoples struggling over the religion of a dead God. A story of ancient, opposing Destinies, battling for control of all men. Zandramas had stolen King Garion’s infant son and fled to use the child in some ritual that would make the Dark Destiny supreme. Garion and his friends had followed, but now they were captives of Zakath, Emperor of Mallorea, who, while friendly, stubbornly refused to let them leave. Meanwhile, a horde of demons was ravaging the cities through which they must travel. Zandramas was escaping further toward her goal. And the Seeress of Kell revealed that they must be at the ancient palace of Ashaba within a matter of days or Zandramas would win by default. Then a horrible, fatal plague struck the city of Mal Zeth, closing it against all traffic in or out.",David Eddings,1989-10-14,Del Rey,418.0,Fiction
0440295858,The Testament,"When an extremely wealthy man leaves his fortune to an illegitimate daughter who is a missionary in the jungles of Brazil, attorney Nate O'Riley is sent to try to find her.",John Grisham,1999-12,Island Books,552.0,Fiction
0312979088,Unforgivable,"Life in the backwoods of Possum Holler is anything but idyllic, but Katie Malloy's childhood is remarkably happy-go-lucky--until her innocence is shattered by a shocking act of cruelty. Distraught, she believes she has endured the worst anguish she will ever face. She's wrong... Now eighteen-years later, Katie has triumphed at last. With a quaint, cozy home and an attentive husband by her side, she should be content, Instead, she wrestles with growing uneasiness as the horror of her past gives way to a chilling new nightmare. A serial killer lurks on the fringes of the dusty Georgia town, his identity concealed behind a friendly face. Because if there's anything she learned through that long-ago tragedy, it's not to trust anyone--even those you know best...",Tina Wainscott,2001-11-19,Macmillan,356.0,Fiction
0451172817,Needful Things,A shopowner gets a perverse pleasure in seeing just how much people will pay for their secret dreams.,Stephen King,1991,Berkley,754.0,Fiction
