ISBN,title,description,authors,publish_date,publisher,number_of_pages,subjects
0375760628,Slave to Fashion,"One ill-advised liaison cost Katie Castle her job with a top designer, her fianacé, her flat and even her friends. Now, she is on the road back.",Rebecca Campbell,2002,"Random House Digital, Inc.",290.0,Fiction
0446600547,"Mary, Mary","Defense Attorney Matthew Hope believes eccentric Mary Barton is innocent of murdering and burying three young girls in her lush garden. Although the evidence is overwhelming, Hope is willing to unearth long-buried secrets to gain an acquittal. The prolific McBain (of 87th Precinct Fame) continues his bestselling nursery rhyme crime series. ""Nobody can read more menace into nursery rhymes than Ed McBain"".--New York Times.",Ed McBain,1994,Grand Central Publishing,388.0,Fiction
0316666343,The Lovely Bones,"Sebold's mesmerizing and luminous first novel--a #1 national bestseller--builds a tale filled with hope, humor, suspense, and even joy, following an unspeakable tragedy.",Alice Sebold,2002,Back Bay Books,372.0,Fiction
0446672211,,,,,,,
1590520858,So You're Thinking about Homeschooling,Helps readers make decisions about homeschooling based on fifteen true accounts from families involved in the practice.,Lisa Whelchel,2003,Multnomah,0.0,Education
0684874350,Angela's Ashes,"A Memoir, about Irish Americans.",Frank McCourt,1996,Simon and Schuster,384.0,Biography & Autobiography
044020271X,Tapestry,"“Belva Plain is a talented tale-spinner with an almost Dickensian ability to keep her stories going.”—Philadelphia Inquirer Paul Werner watched the proud, daring immigrant Anna marry another man. But his desire for her haunts him...even after he weds the elegant Mimi, a woman of his own class. Now, as Paul wrestles with the dark demons of forbidden passion, his family and business are plunged into a maelstrom of tragedy and social changes. Ahead lie the dark days of the Depression, the rise of pure evil in Europe, and a war that will change the world forever. But for Paul Werner a more personal struggle awaits—a choice of a lifetime and a new beginning, or the most painful of final good-byes. Belva Plain’s Tapestry takes up the threads of lives encountered in her beloved epic, Evergreen, to create an entirely new drama of a family’s loyalties and divisions, its secrets, and its destiny. . . .",Belva Plain,1989-03-04,Dell,562.0,Fiction
0451202341,Back Roads,"With his mother in jail for killing his abusive father, nineteen-year-old Harley Altmyer is saddled with raising his three younger sisters, working two jobs to pay the bills, and an overactive libido that will not let him rest. Reprint.",Tawni O'Dell,2001-01-01,Penguin,422.0,Fiction
0060177888,All I Know about Animal Behavior I Learned in Loehmann's Dressing Room,"Identifying the likenesses between animals in the wild and human beings, another humorous reflection of the ridiculous side of life pokes fun at nutrition, talk shows, childbirth, and more. 500,000 first printing. $300,000 ad/promo.",Erma Bombeck,1995,Harpercollins,207.0,Animal behavior
0553280368,"""C"" is for Corpse","Kinsey meets him in the local gym. Bobby Callahan is a scarred young man struggling back to life after a car forced his Porsche over the edge of a canyon, battering his body and muddling his memory. All he remembers is that someone, for some reason, tried to kill him. Desperate for clues about his own past life and certain he is being stalked, he asks Kinsey to protect him. Kinsey can't resist the brave kid - and neither can the killers. Three days late Bobby is dead. Kinsey Millhone never welshed on a deal. She'd been hired to stop a killing. Now she'd find the killer.",Sue Grafton,1987,Crimeline,228.0,Fiction
0345387651,The Cider House Rules,"Dr. Wilbur Larch does the ""Lord's work"" at his isolated orphanage and prepares Homer Wells to take his place.",John Irving,1993,,612.0,Fiction
078601489X,Dearly Beloved,"Three women are lured to a remote New England inn, where they will have to fight for survival.",Wendy Corsi Staub,2003,Pinnacle Books,372.0,Fiction
0373484615,A Mother's Day,"""Nobody's Child"" by Emilie Richards. He had come to a child's rescue, and now Officer Farrell Riley was suddenly sharing parenthood with beautiful Gemma Hancock. Somehow this woman and child had laid a claim on his loner's heart. But would their ready-made family last forever?","Emilie Richards, Marie Ferrarella, Elizabeth Bevarly",2002-03-25,Silhouette,0.0,Mother and child
0425136191,Blindsight,"Robin Cook is back—with a shocking story of medical conspiracy. Today, organ transplants are common miracles of science. But if the supply cannot meet the demand, how far will people go to find donors? Dr. Laurie Montgomery, a forensic pathologist, learns the terrifying answer when she investigates a series of fatal ""overdose"" of young professionals. Some crimes are beyond comprehension. But seeing is believing... * A Literary Guild? Dual Selection",Robin Cook,1993-02-01,National Geographic Books,0.0,Fiction
0449212882,Roger's Version,"A born-again computer whiz kid bent on proving the existence of God on his computer meets a middle-aged divinity professor, Roger Lambert, who'd just as soon leave faith a mystery. Soon the computer hacker begins an affair with professor Lambert's wife -- and Roger finds himself experiencing deep longings for a trashy teenage girl.",John Updike,1987,Fawcett,372.0,Fiction
0679402195,Brightness Falls,"he bestselling Brightness Falls--now in trade paper from the author of Bright Lights, Big City. In the story of Russell and Corrine Calloway, set against the world of New York publishing, McInerney provides a stunningly accomplished portrayal of people contending with early success, then getting lost in the middle of their lives. ""From the Trade Paperback edition.",Jay McInerney,1992,Alfred A. Knopf,440.0,Fiction
0440236673,The Brethren,"In a federal prison, three former judges who call themselves ""the brethren"" meet in the law library to run a rougher form of justice inside their community and make a some money, but when one of their scams derails, they are forced to confront the world of their own creation.",John Grisham,2000,"Random House Digital, Inc.",465.0,Fiction
1558747109,Chicken Soup for the Cat & Dog Lover's Soul,"Chicken Soup for the Pet Lover's Soul spoke directly to the hearts of all readers whose lives have ever been changed by the love of a pet. Now the coauthors bring readers this volume, honoring the unique and enduring love that people share with their cats and dogs. Like its predecessor, this book is a joyous and inspiring collection--sometimes poignant, sometimes amusing, always filled with the special and incredibly unconditional love only cats and dogs can give. The stories in this collection celebrate those lovable furry, four-legged creatures that bring out the best in all of us, inspiring us to be happier, kinder, more understanding and more loving. Readers will discover that many of humanity's greatest heroes, healers and teachers are not humans at all, but those amazing cats and dogs that brighten all our lives.",Jack Canfield,1999,HCI Books,438.0,Nature
0842321950,Through the Flames,Judd and Lionel risk their lives in a harrowing rescue attempt.,"Jerry B. Jenkins, Tim LaHaye",1998,"Tyndale House Publishers, Inc.",160.0,Juvenile Fiction
0375500510,Black and Blue,"A fictional narrative in which Fran Benedetto, a woman who was abused by her husband, examines the reasons why she stayed in her marriage for so long, and ponders whether leaving was the right thing to do.",Anna Quindlen,1998,Random House (NY),312.0,Fiction
0061097497,Other Worlds,"Those present include Harry Houdini, Sir Arthur Conan Doyle, psychoanalyst Nandor Fodor, and a writer who rivals them all with her sleuthing talent. These masters of mystery are about to put their minds to a pair of ghoulish stories--of families beset by poltergeistly pranks and bewitched by inexplicable horrors. Gripping puzzles, yes, but the terror of these tales is all too vicious and all too real. In the hollows of Tennessee, a family is threatened by a dire spirit whose warnings of despair and death come frighteningly true.... In a small Connecticut town, a newly married widow and her children move into her second husband's home to find their lives possessed by an unimaginable demon.... Were these villains phantom spirits or evildoers of flesh and blood? Dare to find out in this masterful delight from Barbara Michaels--a tale as frightening by daylight as it is by darkness.""",Barbara Michaels,2000-02-02,HarperTorch,310.0,Fiction
0515134864,Turbulence,"The passengers of Meridian Flight 6—delayed for hours and mistreated by airline personnel—have been pushed to the edge. When Captain Phil Knight makes a forced emergency landing in war-torn Nigeria, abandoning his copilot to certain death, violence erupts inside the cabin. The enraged passengers attempt the unthinkable: the first-ever commercial airline mutiny. But what they don’t know could kill them. The unscheduled loss of radio contact has led NATO and the CIA to believe the worst—that the plane may have been hijacked.",John J. Nance,2003-02-25,Berkley,422.0,Fiction
0060976497,Ten Stupid Things Women Do to Mess Up Their Lives,"Dr. Laura Schlessinger is the incredibly popular and controversial psychotherapist who hosts a nationally syndicated, top-rated midday radio talk show. She has strong convictions and doesn't hesitate to voice them to callers. She urges women emphatically to lose a domineering jerk of a lover and pick one of the ""good guys,"" to stay home and parent the babies they've made, and to follow the dream rather than some dreamboat. Above all, she exhorts women not to blame anybody or anything but themselves if they're unhappy and their lives seem a mess. 10 Stupid Things Women Do to Mess Up Their Lives uses real-world examples from Schlessinger's radio show and private practice to drive the message home. And the message is that our reticence to be bold and brave often makes us act like stupid, submissive victims. Once we muster the courage to take responsibility for our own problems and to tolerate the discomforts of risk, the possibilities for personal growth and joy are limitless. If you're looking for an all-approving hand to hold, you won't find it here. If you're prepared to take a clear-eyed look at your self-diminishing behavior and to make the move to a quality existence, there's no one better than Schlessinger to keep you honest and to cheer you on. One thing's for sure: You'll never look at your relationships, behaviors and decisions the same way after you've finished reading this book.",Dr. Laura Schlessinger,1995-01-06,Harper Collins,258.0,Self-Help
0679312420,,,,,,,
0066210232,A Theory of Relativity,"Jacquelyn Mitchard's first novel, The Deep End of the Ocean, launched the Oprah's Book Club and riveted millions of readers across the country. Now comes A Theory of Relativity, Mitchard's most compelling and beautifully written novel yet. At twenty-four, Gordon McKenna thinks he's already heard the worst news of his life when he learns that his sister Georgia is fatally ill. Then Georgia and her husband die in a car accident, leaving behind their baby daughter, Keefer. Gordon and his parents are able to survive their sorrow only by devoting themselves to the care of the beloved one-year-old. But the decision of who will raise Keefer is far from over, and soon Gordon's most basic assumptions about his family will be challenged in ways so provocative that he will be driven to disbelief and then to outrage. The ordeal will test the bonds of this closely knit family, challenging even love's ultimate capacity to heal.",Jacquelyn Mitchard,2001-06-19,Harper,368.0,Fiction
1550548913,"How to be a Canadian, Even If You Already are One","It isn’t always easy being Canadian, according to Will Ferguson, but it can be a lot of fun. Asked to write a follow-up to his runaway bestseller Why I Hate Canadians, Ferguson, who’s Canadian himself, recruited his brother Ian -- comedy writer and executive producer of the Canadian series Sin City and a Canadian too -- to create this ultimate guide to the country's cultural quirks. The result is a hilarious inside look at that unique species, the Canadian, and their thoughts on such diverse subjects as beer, sex, dating rituals, sports, politics, religion, social rules -- and, of course, their trademark death-defying search for the middle of any road.","Will Ferguson, Ian Ferguson",2001,,244.0,Humor
0445405627,The Maul and the Pear Tree,"In this riveting true crime account, acclaimed author P. D. James, the ""Queen of the English mystery novel"" (Newsweek) joins forces with historian T. A. Critchley to re-create the Radcliffe Highway murders, a series of vicious crimes committed in 1811 ... The scene is the London Docks near Wapping Old Stairs, a sinister neighborhood where pirates were often hanged. The first victims were two hardworking shopkeepers, along with their baby and shop boy. Twelve days later and only a few blocks away, an equally blameless pub owner was found together with his wife and servant, victims of equal cruelty and apparent absence of motive. The serial killings provoked nationwide notoriety and panic. With the atmosphere and pacing of her best novels, James reveals the rudimentary police system of Regency London coping with a major murder investigation -- and crimes that rank up there with Jack the Ripper, the Boston Strangler, and Son of Sam as the very symbol of murderous and unthinking brutality.","Phyllis White, T. A. Critchley",1987-06-01,Mysterious Press,262.0,True Crime
0345438329,Big Stone Gap,"NEW YORK TIMES BESTSELLER • The first novel in the beloved Big Stone Gap series, now a major motion picture written and directed by Adriana Trigiani, starring Ashley Judd, Patrick Wilson, Whoopi Goldberg, John Benjamin Hickey, Jane Krakowski, Anthony LaPaglia, and Jenna Elfman “Delightfully quirky . . . chock-full of engaging, oddball characters and unexpected plot twists.”—People (Book of the Week) It's 1978, and Ave Maria Mulligan is the thirty-five-year-old self-proclaimed spinster of Big Stone Gap, a sleepy hamlet in the Blue Ridge Mountains of Virginia. She’s also the local pharmacist, the co-captain of the Rescue Squad, and the director of The Trail of the Lonesome Pine, the town’s long-running Outdoor Drama. Ave Maria is content with her life—until, one fateful day, her past opens wide with the revelation of a long-buried secret that will alter the course of her life. Before she knows it, Ave Maria is fielding marriage proposals, trying to claim her rightful inheritance, and planning the trip of a lifetime to Italy—one that will change her view of the world and her own place in it forever. Millions of readers around the world have fallen in love with the small town of Big Stone Gap, nestled in the Blue Ridge Mountains of Virginia, and its self-proclaimed spinster. Full of wit and wonder, hilarity and heart, Big Stone Gap is a gem of a book, and one that you will share with friends and family for years to come. WINNER OF THE LIBRARY OF VIRGINIA ANNUAL LITERARY AWARD Don’t miss any of Adriana Trigiani’s beloved Big Stone Gap series BIG STONE GAP • BIG CHERRY HOLLER • MILK GLASS MOON • HOME TO BIG STONE GAP",Adriana Trigiani,2001-04-03,Ballantine Books,319.0,Fiction
044022165X,The Rainmaker,"Abandoning his aspirations about living the good life, Memphis attorney Rudy Baylor fears he will lose everything in the face of a pivotal case that could cost him his life or turn him into the biggest rainmaker in the land. Reprint.",John Grisham,1996,Dell,611.0,Fiction
0316776963,Me Talk Pretty One Day,"A recent transplant to Paris, humorist David Sedaris, bestselling author of ""Naked"", presents a collection of his strongest work yet, including the title story about his hilarious attempt to learn French. A number one national bestseller now in paperback.",David Sedaris,2001-06-05,Back Bay Books,292.0,Humor
1573221775,My Dream of You,Kathleen de Burca's research on the 1850s affair between an English landlord's wife and an Irish servant causes her to reconsider her own life.,Nuala O'Faolain,2001,,520.0,Fiction
0552998877,The Secret Dreamworld of a Shopaholic,"Financial journalist Rebecca Bloomwood seeks solace from the boredom and pressures in life with her shopping, a solution that brings her close to financial disaster, until she encounters a story that will change her life.",Sophie Kinsella,2000,Random House,324.0,Fiction
